Auto-detected serial ports are:
/dev/serial/by-id/usb-CubePilot_CubeOrange+_24001C000751323031393637-if00
Connecting to /dev/serial/by-id/usb-CubePilot_CubeOrange+_24001C000751323031393637-if00
Connect /dev/serial/by-id/usb-CubePilot_CubeOrange+_24001C000751323031393637-if00 source_system=255
Log Directory: 
Telemetry log: mav.tlog
Waiting for heartbeat from /dev/serial/by-id/usb-CubePilot_CubeOrange+_24001C000751323031393637-if00
MAV> Detected vehicle 1:1 on link 0
online system 1
HOLD> Mode HOLD
0.434000, 320.5000
0.433250, 320.7188
0.431500, 320.9531
0.427500, 321.1719
0.425500, 321.4063
0.423000, 321.6250
0.421250, 321.8594
0.422000, 322.0781
0.421500, 322.3125
0.419500, 322.5313
0.417000, 322.7656
0.416000, 322.9844
0.415250, 323.2188
0.410250, 323.4375
0.409500, 323.6719
0.407750, 323.8906
0.407250, 324.1250
0.406500, 324.3438
0.406250, 324.5781
0.402750, 324.7969
0.404500, 325.0156
0.401500, 325.2344
0.399000, 325.5000
0.398000, 325.7344
0.396250, 325.9219
0.395000, 326.1406
0.394000, 326.3750
0.392250, 326.5938
0.392000, 326.8594
0.392000, 327.0938
0.392000, 327.2813
1.036250, 99.75000
1.036000, 99.96875
1.029250, 100.2031
1.029750, 100.4219
1.027750, 100.6406
1.026500, 100.8594
1.026500, 101.0938
1.025750, 101.3125
1.023750, 101.5469
1.023250, 101.7656
1.020000, 101.9844
1.012750, 102.2031
1.009750, 102.4375
0.000000, 102.6563uint16_t
0.992500, 102.8750
0.985500, 103.0938
0.000000, 103.3281
0.000000, 103.5469
0.000000, 103.7813
0.000000, 104.0000
0.802750, 104.2188
0.801250, 104.4375
0.801000, 104.6719
0.801750, 104.8906
0.802500, 105.1250
0.802500, 105.3438
0.803000, 105.5625
0.803250, 105.7813
0.802750, 106.0156
0.802750, 106.2344
0.798000, 106.4531
0.800500, 106.6719
0.797750, 106.9063
0.798250, 107.1250
0.793750, 107.3438
0.795500, 107.5625
0.794750, 107.7969
0.795500, 108.0156
0.794250, 108.2500
0.796000, 108.4688
0.800500, 108.7031
0.802750, 108.9219
0.803500, 109.1406
0.802250, 109.3594
0.801500, 109.5938
0.798250, 109.8125
0.797000, 110.0469
0.794750, 110.2656
0.785250, 110.4844
0.000000, 110.7031
0.000000, 110.9375
0.000000, 245.1563
0.000000, 245.3750
0.000000, 245.6094
0.000000, 245.8281
2.046750, 246.0625
2.054500, 246.2813
2.069500, 246.5000
2.078250, 246.7188
2.087250, 246.9531
2.102500, 247.1719
2.117000, 247.4063
2.131500, 247.6250
2.146750, 247.8594
2.155750, 248.0781
2.168500, 248.3125
2.184250, 248.5313
2.201250, 248.7656
2.215750, 248.9844
2.233000, 249.2188
0.000000, 249.4375
0.000000, 249.6563
0.000000, 249.8750
3.509750, 250.1094
0.000000, 250.3281
0.000000, 250.5625
0.000000, 250.7813
0.000000, 251.0156
0.000000, 251.2344
0.505500, 251.4688
0.508250, 251.6875
0.510250, 251.9219
0.516250, 252.1406
0.512500, 252.3750
0.514250, 252.5938
0.514000, 252.8125
0.511500, 253.0313
0.512000, 253.2656
0.509500, 253.4844
0.507500, 253.7188
0.000000, 253.9375
0.000000, 254.1719
0.000000, 254.3906
0.000000, 254.6250
0.000000, 254.8438
3.870500, 255.0781
3.870250, 255.2969
3.864500, 255.5156
3.865000, 255.7344
3.857000, 255.9688
3.849250, 256.1875
3.847000, 256.4219
0.320500, 27.79688
0.323000, 28.01563
0.323500, 28.25000
0.324000, 28.46875
0.324000, 28.70313
0.323250, 28.92188
0.322750, 29.15625
0.322000, 29.37500
0.321750, 29.60938
0.324750, 29.82813
0.325750, 30.06250
0.326750, 30.28125
0.329000, 30.50000
0.331250, 30.71875
0.332250, 30.95313
0.329000, 31.17188
0.328250, 31.40625
0.325750, 31.62500
0.322000, 31.85938
0.319250, 32.07813
0.318250, 32.31250
0.316000, 32.53125
0.000000, 32.76563
0.307000, 32.98438
0.299250, 33.20313
0.294500, 33.42188
0.293750, 33.65625
0.000000, 33.87500
0.000000, 34.14063
0.000000, 34.37500
0.271250, 34.56250
0.273000, 34.78125
0.270750, 35.01563
0.271750, 35.23438
0.271000, 35.46875
0.271250, 35.68750
0.271000, 35.92188
0.272750, 36.14063
0.272000, 36.37500
0.275250, 36.59375
0.274000, 36.81250
0.274250, 37.03125
0.272000, 37.26563
0.274250, 37.48438
0.273500, 37.71875
0.274500, 37.93750
0.276750, 38.17188
0.274000, 38.39063
0.275750, 38.62500
0.275000, 38.84375
0.277750, 39.07813
0.565750, 174.5469
0.569000, 174.7656
0.568750, 175.0000
0.570250, 175.2188
0.574000, 175.4375
0.571750, 175.6563
0.569750, 175.8906
0.568500, 176.1094
0.570250, 176.3438
0.572250, 176.5625
0.572250, 176.7969
0.572750, 177.0156
0.573000, 177.2500
0.574500, 177.4688
0.574750, 177.6875
0.577750, 177.9063
0.578500, 178.1406
0.579750, 178.3594
0.582000, 178.5938
0.578250, 178.8125
0.576250, 179.0469
0.576250, 179.2656
0.568000, 179.4844
0.566000, 179.7031
0.571250, 179.9375
0.569500, 180.1563
0.564750, 180.3906
0.000000, 180.6094
0.000000, 180.8438
